,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
10,128.512,36.429,128.512,63.75,114.851,63.75,101.19,40.982,110.29799999999999,9.107000000000001,146.726,68.304,146.726,27.320999999999998,133.065,0.0,114.851,145.714,105.744,204.91099999999997,110.29799999999999,255.0,142.173,145.714,146.726,204.91099999999997,146.726,255.0,123.958,31.875,133.065,27.320999999999998,119.405,40.982,142.173,36.429
11,130.213,21.701999999999998,130.213,48.83,108.51100000000001,48.83,103.085,21.701999999999998,124.787,0.0,141.064,54.255,157.34,27.128,141.064,0.0,108.51100000000001,135.638,103.085,195.31900000000002,97.66,249.574,135.638,135.638,141.064,200.745,141.064,255.0,130.213,21.701999999999998,135.638,21.701999999999998,124.787,21.701999999999998,141.064,27.128
12,126.488,36.429,131.042,63.75,112.82700000000001,59.196000000000005,99.167,36.429,108.274,4.553999999999999,149.256,63.75,149.256,31.875,131.042,0.0,117.381,141.161,108.274,204.91099999999997,112.82700000000001,255.0,140.149,141.161,149.256,204.91099999999997,149.256,255.0,121.935,31.875,131.042,27.320999999999998,121.935,40.982,135.595,36.429
13,123.196,35.506,129.65200000000002,61.32899999999999,116.741,64.557,100.601,41.961999999999996,103.829,12.911,145.791,58.101000000000006,145.791,22.595,123.196,0.0,126.42399999999999,138.797,119.96799999999999,196.899,116.741,255.0,149.019,138.797,149.019,196.899,149.019,255.0,119.96799999999999,35.506,126.42399999999999,32.278,116.741,41.961999999999996,132.88,35.506
14,125.23299999999999,30.6,125.23299999999999,56.1,115.03299999999999,61.2,104.833,30.6,115.03299999999999,5.1,145.63299999999998,51.0,150.733,25.5,130.333,0.0,120.133,137.7,115.03299999999999,193.8,109.93299999999999,249.9,145.63299999999998,137.7,150.733,198.9,145.63299999999998,255.0,120.133,30.6,125.23299999999999,25.5,115.03299999999999,35.7,135.433,30.6
15,134.314,35.506,127.859,61.32899999999999,111.719,54.873000000000005,111.719,19.367,134.314,0.0,143.998,71.013,160.137,41.961999999999996,153.681,9.684,105.264,138.797,98.80799999999999,196.899,95.58,251.77200000000002,124.631,142.025,124.631,200.127,127.859,255.0,131.086,29.051,140.77,35.506,124.631,32.278,143.998,45.19
16,128.53,32.455,128.53,60.273,114.62100000000001,60.273,100.712,41.727,109.985,4.636,147.076,64.90899999999999,147.076,27.818,133.167,0.0,114.62100000000001,143.727,105.348,204.0,109.985,255.0,142.439,143.727,147.076,204.0,147.076,255.0,123.89399999999999,27.818,133.167,23.182,119.258,37.091,142.439,37.091
17,127.132,29.805,127.132,59.61,110.574,62.922,97.32700000000001,29.805,117.197,0.0,143.69,56.299,156.937,29.805,137.067,6.622999999999999,117.197,139.091,113.885,198.701,113.885,255.0,140.379,139.091,143.69,198.701,147.002,255.0,120.509,26.494,127.132,26.494,117.197,36.429,137.067,33.117
18,123.302,37.778,128.025,56.667,109.13600000000001,56.667,99.691,33.056,118.58,0.0,146.914,56.667,156.358,33.056,142.191,0.0,113.85799999999999,141.667,109.13600000000001,203.05599999999998,113.85799999999999,255.0,137.469,141.667,151.636,203.05599999999998,151.636,255.0,118.58,28.333000000000002,128.025,28.333000000000002,113.85799999999999,37.778,132.747,33.056
19,133.69799999999998,26.561999999999998,128.385,53.125,112.448,53.125,107.135,21.25,128.385,0.0,139.01,58.437,160.26,37.187,144.32299999999998,5.312,107.135,138.125,96.51,196.562,96.51,249.688,133.69799999999998,138.125,139.01,201.875,139.01,255.0,128.385,26.561999999999998,139.01,26.561999999999998,123.073,26.561999999999998,139.01,37.187
20,128.78799999999998,37.091,128.78799999999998,60.273,114.87899999999999,55.636,100.97,37.091,119.515,4.636,147.333,64.90899999999999,151.97,32.455,138.061,0.0,110.242,139.091,100.97,204.0,110.242,255.0,138.061,143.727,142.697,204.0,142.697,255.0,124.152,32.455,133.424,32.455,119.515,37.091,142.697,37.091
21,133.13,35.961999999999996,126.59200000000001,58.846000000000004,110.24600000000001,55.577,110.24600000000001,19.615,133.13,0.0,142.938,65.385,159.284,42.5,149.476,13.077,106.976,137.308,103.70700000000001,196.15400000000002,97.169,255.0,133.13,140.577,129.861,199.423,129.861,255.0,129.861,32.692,136.4,32.692,123.323,32.692,139.66899999999998,42.5
22,124.62799999999999,24.122,128.07399999999998,51.68899999999999,114.291,55.135,93.615,31.014,110.845,0.0,145.304,48.243,152.196,17.23,128.07399999999998,0.0,124.62799999999999,134.392,117.736,196.419,114.291,255.0,145.304,134.392,148.75,196.419,152.196,255.0,121.182,20.676,128.07399999999998,20.676,114.291,27.568,131.52,24.122
23,125.182,37.091,125.182,64.90899999999999,111.273,60.273,102.0,32.455,120.545,0.0,143.727,64.90899999999999,153.0,37.091,143.727,4.636,115.90899999999999,139.091,106.63600000000001,204.0,111.273,255.0,139.091,143.727,148.364,204.0,143.727,255.0,120.545,32.455,129.81799999999998,32.455,115.90899999999999,41.727,139.091,41.727
24,124.609,31.224,124.609,57.245,114.20100000000001,57.245,103.79299999999999,31.224,114.20100000000001,5.204,145.425,52.041000000000004,150.629,26.02,129.813,0.0,119.405,140.51,114.20100000000001,197.755,108.99700000000001,255.0,145.425,140.51,150.629,202.959,150.629,255.0,119.405,31.224,129.813,26.02,114.20100000000001,36.429,135.017,31.224
25,125.348,35.506,131.804,61.32899999999999,115.665,64.557,102.75299999999999,35.506,112.43700000000001,6.456,144.715,58.101000000000006,151.171,22.595,128.576,0.0,122.12,138.797,115.665,200.127,109.209,255.0,144.715,138.797,144.715,200.127,141.487,255.0,122.12,35.506,128.576,32.278,118.89200000000001,41.961999999999996,135.032,35.506
26,130.591,32.455,130.591,64.90899999999999,112.045,60.273,98.13600000000001,37.091,116.682,4.636,149.136,64.90899999999999,149.136,32.455,135.227,0.0,112.045,143.727,102.773,204.0,112.045,255.0,139.864,143.727,144.5,204.0,144.5,255.0,125.955,27.818,130.591,27.818,121.318,37.091,139.864,37.091
27,120.417,31.875,125.729,47.812,109.792,58.437,93.854,37.188,109.792,5.313,146.97899999999998,42.5,146.97899999999998,10.625,125.729,0.0,125.729,132.812,120.417,191.25,115.104,249.688,152.292,132.812,157.60399999999998,196.562,157.60399999999998,255.0,115.104,26.563000000000002,125.729,21.25,115.104,37.188,131.042,21.25
28,130.406,35.961999999999996,127.137,58.846000000000004,114.06,55.577,110.791,22.885,133.675,0.0,143.483,65.385,156.56,39.231,150.02100000000002,9.808,110.791,137.308,104.25200000000001,196.15400000000002,94.444,251.731,133.675,140.577,130.406,202.692,127.137,255.0,127.137,32.692,136.944,32.692,123.868,35.961999999999996,140.214,39.231
29,126.18799999999999,33.056,130.91,61.388999999999996,112.022,56.667,97.855,33.056,112.022,0.0,149.799,61.388999999999996,145.077,23.611,130.91,0.0,116.744,141.667,107.29899999999999,203.05599999999998,112.022,255.0,140.355,141.667,145.077,198.333,149.799,255.0,126.18799999999999,28.333000000000002,130.91,28.333000000000002,121.46600000000001,33.056,140.355,33.056
30,125.089,21.701999999999998,125.089,48.83,108.81200000000001,48.83,97.961,27.128,108.81200000000001,10.850999999999999,146.791,48.83,152.216,21.701999999999998,135.94,0.0,119.663,135.638,108.81200000000001,195.31900000000002,108.81200000000001,255.0,146.791,135.638,152.216,200.745,152.216,255.0,125.089,21.701999999999998,130.514,21.701999999999998,114.238,27.128,135.94,21.701999999999998
31,120.56700000000001,32.553000000000004,125.993,54.255,109.71600000000001,59.681000000000004,93.44,37.979,104.291,10.850999999999999,147.695,43.403999999999996,147.695,10.850999999999999,125.993,0.0,125.993,135.638,120.56700000000001,195.31900000000002,115.14200000000001,255.0,153.121,135.638,158.546,200.745,158.546,255.0,115.14200000000001,27.128,125.993,21.701999999999998,115.14200000000001,37.979,131.418,21.701999999999998
32,126.603,41.961999999999996,129.83100000000002,58.101000000000006,116.92,61.32899999999999,100.781,35.506,113.69200000000001,6.456,145.97,58.101000000000006,152.42600000000002,29.051,133.059,0.0,120.148,138.797,113.69200000000001,196.899,107.236,251.77200000000002,142.743,138.797,142.743,200.127,139.515,255.0,123.376,35.506,133.059,35.506,116.92,38.734,136.287,35.506
33,126.741,36.429,131.295,68.304,113.08,63.75,99.42,45.536,108.527,9.107000000000001,144.955,68.304,144.955,27.320999999999998,131.295,0.0,117.634,145.714,108.527,204.91099999999997,117.634,255.0,144.955,145.714,149.509,204.91099999999997,149.509,255.0,122.18700000000001,31.875,131.295,27.320999999999998,117.634,40.982,135.84799999999998,40.982
34,135.811,23.8,129.011,51.0,115.411,47.6,105.211,10.2,129.011,0.0,146.011,61.2,163.011,34.0,146.011,10.2,105.211,132.6,98.411,193.8,95.01100000000001,251.6,129.011,136.0,129.011,197.2,129.011,255.0,132.411,20.4,139.211,23.8,125.611,23.8,142.611,34.0
35,124.352,37.778,129.07399999999998,61.388999999999996,110.185,61.388999999999996,100.741,37.778,114.90700000000001,0.0,147.963,66.111,152.685,37.778,143.241,0.0,114.90700000000001,141.667,100.741,203.05599999999998,110.185,255.0,143.241,141.667,147.963,203.05599999999998,143.241,255.0,124.352,33.056,129.07399999999998,33.056,119.63,37.778,138.519,37.778
36,130.591,32.455,130.591,64.90899999999999,116.682,55.636,107.40899999999999,37.091,116.682,4.636,149.136,64.90899999999999,149.136,27.818,139.864,0.0,112.045,143.727,98.13600000000001,204.0,107.40899999999999,255.0,135.227,143.727,139.864,204.0,139.864,255.0,125.955,27.818,135.227,27.818,121.318,41.727,139.864,37.091
37,132.16,33.553000000000004,125.45,60.395,112.029,50.32899999999999,115.384,16.776,138.871,0.0,138.871,67.105,159.002,43.618,155.64700000000002,13.421,101.963,137.566,95.25200000000001,197.96099999999998,101.963,255.0,122.094,140.921,125.45,197.96099999999998,135.515,255.0,132.16,30.197,138.871,33.553000000000004,125.45,30.197,138.871,40.263000000000005
38,131.632,26.561999999999998,131.632,53.125,110.382,53.125,99.757,26.561999999999998,115.694,5.312,142.257,47.812,152.882,26.561999999999998,136.944,0.0,115.694,138.125,110.382,196.562,105.069,255.0,142.257,138.125,147.569,201.875,147.569,255.0,121.007,26.561999999999998,131.632,26.561999999999998,115.694,31.875,136.944,26.561999999999998
39,129.114,35.506,132.342,58.101000000000006,116.20299999999999,61.32899999999999,103.291,35.506,112.975,3.228,145.253,58.101000000000006,151.709,25.823,132.342,0.0,119.43,138.797,112.975,196.899,106.51899999999999,255.0,142.025,138.797,142.025,200.127,138.797,255.0,122.65799999999999,32.278,132.342,29.051,119.43,38.734,135.57,35.506
40,131.106,37.091,131.106,60.273,112.561,55.636,98.652,37.091,117.197,0.0,149.65200000000002,64.90899999999999,149.65200000000002,32.455,135.74200000000002,0.0,112.561,139.091,103.288,204.0,107.92399999999999,255.0,140.379,143.727,140.379,204.0,140.379,255.0,126.47,27.818,135.74200000000002,27.818,121.833,37.091,140.379,37.091
41,123.28,21.701999999999998,128.70600000000002,48.83,112.429,54.255,96.152,32.553000000000004,112.429,0.0,144.982,43.403999999999996,150.408,10.850999999999999,128.70600000000002,0.0,117.855,135.638,112.429,195.31900000000002,112.429,255.0,150.408,135.638,155.833,200.745,155.833,255.0,117.855,21.701999999999998,128.70600000000002,21.701999999999998,112.429,32.553000000000004,134.131,21.701999999999998
42,128.015,37.091,128.015,60.273,109.47,55.636,95.561,32.455,118.742,0.0,146.561,64.90899999999999,151.197,41.727,137.28799999999998,4.636,114.10600000000001,143.727,104.833,204.0,114.10600000000001,255.0,141.924,143.727,146.561,204.0,146.561,255.0,123.37899999999999,27.818,132.65200000000002,32.455,118.742,37.091,137.28799999999998,37.091
43,123.48,24.122,126.926,55.135,113.14200000000001,58.581,92.46600000000001,34.459,102.804,6.892,144.155,48.243,151.047,10.338,126.926,0.0,123.48,134.392,120.03399999999999,196.419,120.03399999999999,255.0,147.601,134.392,151.047,196.419,154.493,248.108,120.03399999999999,24.122,126.926,20.676,116.588,34.459,133.81799999999998,27.568
44,127.5,21.701999999999998,127.5,48.83,111.223,48.83,100.37200000000001,21.701999999999998,116.649,0.0,143.77700000000002,43.403999999999996,154.628,21.701999999999998,132.92600000000002,0.0,116.649,135.638,111.223,195.31900000000002,105.79799999999999,255.0,143.77700000000002,135.638,149.202,200.745,143.77700000000002,255.0,122.074,21.701999999999998,132.92600000000002,21.701999999999998,116.649,27.128,138.351,27.128
45,129.293,35.506,129.293,58.101000000000006,113.154,58.101000000000006,109.926,22.595,126.065,0.0,145.43200000000002,61.32899999999999,155.116,35.506,142.205,0.0,113.154,138.797,106.698,196.899,103.47,251.77200000000002,132.52100000000002,138.797,135.749,196.899,135.749,255.0,126.065,32.278,132.52100000000002,32.278,119.61,35.506,138.977,38.734
46,129.81799999999998,32.455,129.81799999999998,60.273,111.273,55.636,97.36399999999999,37.091,115.90899999999999,4.636,148.364,64.90899999999999,148.364,32.455,134.455,0.0,115.90899999999999,143.727,106.63600000000001,204.0,111.273,255.0,139.091,143.727,143.727,204.0,148.364,255.0,125.182,27.818,129.81799999999998,27.818,120.545,37.091,139.091,37.091
47,132.704,26.02,127.5,52.041000000000004,111.88799999999999,52.041000000000004,106.684,26.02,122.296,0.0,143.112,52.041000000000004,158.724,26.02,137.908,0.0,111.88799999999999,135.306,101.48,192.551,101.48,249.796,137.908,135.306,143.112,197.755,143.112,255.0,127.5,26.02,132.704,26.02,117.09200000000001,31.224,137.908,31.224
48,132.394,32.455,132.394,60.273,113.848,55.636,104.57600000000001,32.455,118.485,0.0,146.303,60.273,150.939,32.455,137.03,0.0,113.848,139.091,99.939,204.0,104.57600000000001,255.0,137.03,143.727,141.667,204.0,137.03,255.0,127.758,23.182,137.03,23.182,118.485,32.455,141.667,32.455
49,132.222,32.692,128.953,58.846000000000004,112.60700000000001,55.577,112.60700000000001,19.615,132.222,0.0,142.03,65.385,158.376,42.5,148.56799999999998,9.808,109.338,137.308,102.79899999999999,199.423,96.26100000000001,255.0,132.222,140.577,132.222,199.423,128.953,255.0,128.953,29.423000000000002,135.491,32.692,122.415,32.692,138.761,39.231
50,132.993,31.224,127.789,52.041000000000004,112.177,46.836999999999996,106.973,20.816,127.789,0.0,143.401,57.245,159.014,36.429,143.401,5.204,106.973,135.306,96.565,192.551,96.565,244.592,132.993,135.306,138.197,197.755,132.993,255.0,132.993,26.02,138.197,26.02,122.585,26.02,143.401,36.429
51,124.054,24.122,127.5,51.68899999999999,110.27,58.581,89.595,34.459,106.824,3.446,144.73,48.243,151.622,13.784,127.5,0.0,124.054,137.838,120.60799999999999,196.419,117.162,255.0,148.17600000000002,134.392,151.622,196.419,158.514,255.0,120.60799999999999,24.122,127.5,20.676,113.71600000000001,31.014,130.946,24.122
52,125.476,26.02,125.476,52.041000000000004,115.068,57.245,104.66,26.02,115.068,0.0,141.088,46.836999999999996,151.497,15.612,125.476,0.0,120.272,135.306,115.068,192.551,109.86399999999999,249.796,146.293,135.306,151.497,197.755,151.497,255.0,120.272,26.02,125.476,26.02,115.068,31.224,135.884,26.02
53,128.78799999999998,32.455,128.78799999999998,60.273,114.87899999999999,55.636,100.97,37.091,119.515,0.0,147.333,60.273,151.97,37.091,138.061,4.636,114.87899999999999,139.091,105.60600000000001,204.0,105.60600000000001,255.0,138.061,139.091,142.697,199.364,142.697,255.0,124.152,27.818,133.424,27.818,119.515,37.091,138.061,37.091
54,131.624,41.961999999999996,128.39700000000002,61.32899999999999,112.257,58.101000000000006,109.03,25.823,128.39700000000002,0.0,144.536,67.785,157.447,41.961999999999996,147.764,12.911,109.03,138.797,102.574,193.671,102.574,251.77200000000002,131.624,138.797,131.624,196.899,134.852,255.0,128.39700000000002,35.506,134.852,35.506,121.941,35.506,138.08,41.961999999999996
55,132.517,21.25,127.205,47.812,111.26700000000001,47.812,100.64200000000001,21.25,116.58,5.313,143.142,47.812,153.767,21.25,137.83,0.0,111.26700000000001,132.812,105.955,191.25,105.955,249.688,143.142,132.812,148.455,196.562,148.455,255.0,121.89200000000001,21.25,132.517,21.25,116.58,26.563000000000002,137.83,26.563000000000002
56,119.82600000000001,31.875,125.139,53.125,114.514,58.437,93.264,37.188,109.20100000000001,15.937999999999999,146.389,42.5,146.389,10.625,125.139,0.0,125.139,132.812,119.82600000000001,191.25,114.514,249.688,151.701,132.812,157.014,196.562,157.014,255.0,119.82600000000001,26.563000000000002,125.139,21.25,114.514,37.188,130.451,21.25
57,130.536,36.429,130.536,63.75,112.321,59.196000000000005,103.214,40.982,116.875,9.107000000000001,148.75,63.75,153.304,36.429,139.643,0.0,112.321,141.161,103.214,200.357,107.76799999999999,255.0,135.089,141.161,139.643,200.357,139.643,255.0,125.98200000000001,31.875,135.089,27.320999999999998,121.429,36.429,139.643,36.429
58,128.755,32.278,128.755,58.101000000000006,112.616,58.101000000000006,99.705,22.595,122.3,0.0,144.895,61.32899999999999,157.806,35.506,144.895,9.684,112.616,138.797,109.38799999999999,196.899,106.16,255.0,135.211,138.797,135.211,200.127,138.439,255.0,125.527,25.823,135.211,25.823,119.072,35.506,138.439,35.506
59,124.631,35.506,131.086,58.101000000000006,114.947,61.32899999999999,102.036,29.051,114.947,0.0,143.998,58.101000000000006,153.681,29.051,134.314,0.0,121.40299999999999,138.797,114.947,196.899,108.492,255.0,140.77,138.797,140.77,196.899,140.77,255.0,121.40299999999999,32.278,131.086,32.278,118.175,38.734,137.542,35.506
60,120.12200000000001,26.563000000000002,125.434,53.125,109.49700000000001,53.125,98.87200000000001,31.875,109.49700000000001,0.0,146.684,47.812,146.684,10.625,125.434,0.0,125.434,132.812,114.809,191.25,114.809,244.375,151.997,132.812,157.309,196.562,157.309,255.0,120.12200000000001,21.25,125.434,21.25,114.809,37.188,130.747,21.25
61,128.765,36.429,128.765,63.75,115.104,63.75,101.443,40.982,110.551,4.553999999999999,146.97899999999998,63.75,146.97899999999998,27.320999999999998,133.31799999999998,0.0,115.104,141.161,105.99700000000001,204.91099999999997,110.551,255.0,142.42600000000002,141.161,146.97899999999998,204.91099999999997,146.97899999999998,255.0,124.211,31.875,133.31799999999998,27.320999999999998,119.65799999999999,40.982,137.872,36.429
62,132.136,32.455,132.136,60.273,113.59100000000001,55.636,104.318,32.455,118.227,0.0,146.045,60.273,150.68200000000002,37.091,141.409,4.636,108.955,139.091,99.682,199.364,104.318,255.0,136.773,139.091,141.409,199.364,136.773,255.0,127.5,27.818,136.773,27.818,122.86399999999999,37.091,141.409,32.455
63,133.312,29.423000000000002,126.774,55.577,110.427,52.308,103.889,16.346,126.774,0.0,143.12,62.115,162.735,39.231,149.658,9.808,107.15799999999999,137.308,103.889,196.15400000000002,100.62,251.731,130.043,137.308,130.043,199.423,133.312,255.0,130.043,22.885,136.58100000000002,26.154,123.50399999999999,32.692,143.12,32.692
64,123.58200000000001,21.701999999999998,129.007,43.403999999999996,112.73,48.83,91.02799999999999,32.553000000000004,107.305,10.850999999999999,145.284,37.979,150.709,10.850999999999999,129.007,0.0,123.58200000000001,130.213,118.156,189.894,112.73,249.574,150.709,130.213,156.135,195.31900000000002,156.135,255.0,118.156,16.277,123.58200000000001,16.277,112.73,27.128,134.433,16.277
65,135.056,23.8,128.256,54.4,114.656,47.6,104.456,10.2,131.656,0.0,145.256,61.2,162.256,37.4,148.656,10.2,104.456,132.6,97.656,193.8,94.256,251.6,128.256,136.0,128.256,197.2,128.256,255.0,135.056,20.4,141.856,23.8,124.85600000000001,23.8,141.856,34.0
66,125.40100000000001,37.778,125.40100000000001,61.388999999999996,111.235,61.388999999999996,101.79,33.056,120.679,0.0,144.29,61.388999999999996,153.735,37.778,144.29,0.0,115.95700000000001,146.389,101.79,203.05599999999998,111.235,255.0,139.56799999999998,141.667,149.012,203.05599999999998,144.29,255.0,120.679,28.333000000000002,130.123,33.056,115.95700000000001,37.778,139.56799999999998,37.778
67,134.39700000000002,26.842,131.042,53.684,114.265,50.32899999999999,104.2,16.776,127.686,0.0,144.463,60.395,161.239,36.908,144.463,10.066,107.555,134.211,100.844,194.605,97.48899999999999,251.645,131.042,137.566,131.042,194.605,131.042,255.0,131.042,20.132,137.752,23.487,124.331,26.842,141.107,33.553000000000004
68,127.238,37.778,127.238,61.388999999999996,108.34899999999999,56.667,103.62700000000001,33.056,117.79299999999999,0.0,146.127,61.388999999999996,155.571,37.778,141.404,0.0,113.071,146.389,103.62700000000001,203.05599999999998,113.071,255.0,141.404,141.667,146.127,203.05599999999998,146.127,255.0,122.515,28.333000000000002,127.238,33.056,117.79299999999999,37.778,136.68200000000002,37.778
69,123.376,35.506,129.83100000000002,61.32899999999999,116.92,64.557,100.781,38.734,107.236,12.911,145.97,58.101000000000006,145.97,22.595,126.603,0.0,123.376,138.797,120.148,196.899,116.92,255.0,145.97,138.797,145.97,196.899,149.19799999999998,251.77200000000002,120.148,35.506,126.603,32.278,116.92,41.961999999999996,133.059,35.506
70,128.549,33.056,128.549,56.667,114.383,56.667,100.21600000000001,33.056,114.383,0.0,147.438,61.388999999999996,152.16,37.778,137.994,0.0,114.383,141.667,100.21600000000001,203.05599999999998,109.66,255.0,142.716,141.667,142.716,203.05599999999998,142.716,255.0,123.82700000000001,28.333000000000002,133.27200000000002,23.611,119.105,37.778,142.716,33.056
71,126.294,21.701999999999998,126.294,48.83,110.01799999999999,48.83,104.59200000000001,21.701999999999998,115.443,0.0,142.571,43.403999999999996,153.422,21.701999999999998,137.145,0.0,115.443,135.638,110.01799999999999,195.31900000000002,104.59200000000001,255.0,142.571,135.638,147.996,200.745,147.996,255.0,120.869,21.701999999999998,131.72,21.701999999999998,120.869,27.128,137.145,27.128
72,125.50200000000001,32.692,132.041,55.577,115.694,58.846000000000004,99.348,29.423000000000002,112.425,0.0,145.118,55.577,154.925,22.885,135.31,0.0,118.964,137.308,112.425,196.15400000000002,109.156,255.0,141.84799999999998,137.308,141.84799999999998,196.15400000000002,141.84799999999998,255.0,122.23299999999999,29.423000000000002,132.041,29.423000000000002,118.964,35.961999999999996,135.31,32.692
73,127.242,32.455,127.242,55.636,113.333,55.636,104.061,32.455,117.97,0.0,145.78799999999998,60.273,150.424,32.455,141.15200000000002,0.0,113.333,139.091,99.42399999999999,204.0,108.697,255.0,136.515,139.091,141.15200000000002,204.0,141.15200000000002,255.0,127.242,27.818,136.515,27.818,122.60600000000001,32.455,141.15200000000002,37.091
74,131.259,26.02,126.054,52.041000000000004,110.44200000000001,52.041000000000004,110.44200000000001,20.816,126.054,0.0,141.667,52.041000000000004,157.279,26.02,141.667,0.0,110.44200000000001,135.306,105.238,192.551,100.03399999999999,244.592,136.463,135.306,141.667,197.755,141.667,255.0,126.054,26.02,131.259,26.02,120.85,31.224,136.463,31.224
75,125.955,32.455,130.591,60.273,112.045,60.273,98.13600000000001,37.091,116.682,4.636,149.136,64.90899999999999,149.136,32.455,135.227,0.0,116.682,139.091,107.40899999999999,204.0,107.40899999999999,255.0,139.864,143.727,144.5,199.364,144.5,255.0,125.955,27.818,130.591,23.182,121.318,37.091,139.864,37.091
76,130.156,38.25,130.156,63.75,114.219,60.563,107.844,28.688000000000002,120.594,0.0,146.094,63.75,158.844,35.062,142.906,0.0,111.031,143.437,104.656,197.625,104.656,255.0,133.344,143.437,133.344,200.812,136.531,255.0,126.969,31.875,133.344,35.062,120.594,41.438,139.719,41.438
77,134.734,27.128,129.309,48.83,107.60600000000001,43.403999999999996,113.03200000000001,21.701999999999998,129.309,0.0,140.16,54.255,161.862,37.979,145.585,5.426,107.60600000000001,135.638,96.755,195.31900000000002,96.755,255.0,134.734,135.638,134.734,200.745,134.734,255.0,129.309,21.701999999999998,134.734,21.701999999999998,123.883,21.701999999999998,140.16,32.553000000000004
78,125.348,35.506,131.804,61.32899999999999,115.665,61.32899999999999,99.525,35.506,112.43700000000001,6.456,144.715,58.101000000000006,151.171,29.051,135.032,0.0,118.89200000000001,142.025,115.665,200.127,109.209,255.0,141.487,138.797,141.487,200.127,141.487,255.0,122.12,32.278,131.804,32.278,118.89200000000001,38.734,138.259,35.506
79,126.741,36.429,131.295,68.304,113.08,63.75,99.42,40.982,113.08,9.107000000000001,149.509,63.75,149.509,36.429,131.295,0.0,113.08,145.714,103.973,204.91099999999997,113.08,255.0,140.40200000000002,141.161,144.955,200.357,144.955,255.0,126.741,31.875,131.295,31.875,122.18799999999999,40.982,140.40200000000002,40.982
